Text,Sentiment
@soKRISme enjoy :) prinsesa,Positive
"@toots069 Yaaah both families, ours and sa side ng brother in law ko, back home are so happy and with peace of mind na. :)",Positive
@StepintolifeYvl Amazing news! Enjoy your toy :),Positive
"@imvnaj @bahetiridham @cinghh @sonamtillani Yesss!!! Sonaaaaaaa
 is so beautifull :))))",Neutral
ribs :),Neutral
@truemuscle @SwallowUsDaily think in could get a sponsor :),Neutral
"Oops, here's another one. Josephine's mirror. :) http://t.co/qwQOdEGPnS",Neutral
@GuyLongworth yours too :)),Neutral
"@HyundaiIndia #CretaPerfect4Me #CRETAperfectSUV Creta Has Won Loads Of Hearts In Some Days, Many More Hearts To Be Won :)",Neutral
@IRMUK  thanks for following @theWordCardiff #telecoms Happy Friday :),Positive
@judyetmkmma Thanks again for the retweet Judy :),Positive
.@TraveleadsUK Thanks for following us! Have a superb Friday :) #ff,Positive
"@NightingaleMCPE Wait, we're not in the YouTube comment section of a video that slightly mentions science, are we? :)",Neutral
Meet Rakna :-) already love this little guy so much http://t.co/L8KX8flvcl,Positive
We r with u :-) http://t.co/mFIfaWQj3H,Neutral
@GallearBecca ew whose playing fifa ? And wow sounds like a good lineup :)),Positive
"@74369slacker thank you :) I wouldn't survive P90x either, I'm only doing the P90, that's the easy version :)",Positive
#Dishoom Make way for #Rajnigandha :) Only 3 days to go before I share with u all my version of this beautiful #song http://t.co/Tl4Hj7Pb8u,Positive
"@eonnicchi the leader is Minju, the rapper is Yuna, the lead vocal is Yujin, i am Visual, maknae is Jane :)",Neutral
i was literally just about to give up and just get general tickets but i tried one more time and i finally got m&amp;g :-),Neutral
"@LukeDAnello Hah, given Hawk fans are saying they are the greatest side in history along with their team of the 80s, talkback will be fun :D",Positive
@goldfrapp I'm sure it will be worth the wait. How exciting :-) x,Positive
@himma85 We are in process of listing this feature mostly for all the cinema's. :),Neutral
"Also, went driving for an hour today, and on more main roads to the shops, and it went quite well :) thanks @ThatJessGirl92 😘😘",Positive
Waiting for @sugarblaster to defend this new fashion atrocity :p,Neutral
"I�m a Pandimensional being, you should see my other manifestations :)",Neutral
"@cyrilthecynic Hey, for any further information you can give Argos card a ring on 0345 640 70 70 :)

Nad",Neutral
@_kimikoo you're jealous of me :) and yes plezzzz😭 im so hungry rn,Negative
"""Hey I think I'm gonna have an asthma attack I don't have my inhaler"" 

""omg r u gonna be ok???"" 

""Yeah u just took my breathe away :)""",Positive
"@Bluegirl200345 We're always here if you want to talk :)
~😊",Positive
"left @TheColtRising wasn't a good fit for the team, goodluck in the future guys! :)",Negative
@ClaireGibbsUK fantastic!!! Brilliant news :),Positive
"Blog Post &gt; THE HUNGER GAMES: MOCKINGJAY - PART 2 (2015): No More Teasers :-) http://t.co/QGsQkvrDIi 
#TheHungerGames http://t.co/yOTeNaX7yR",Negative
@unwoman EVERYONE adored you. Talking about it long after you left. New fans. I knew that would be the case. :-),Positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x23",Positive
"@Troylr5ever hey, it's Reina :)
Sorry for sounding weird, I felt like crying. http://t.co/ixPpsNWiQG",Negative
"I blogged, here it is :) Any excuse will not do!  Problem attenders http://t.co/qat0oRRfvY via @Michelle_mvhr",Negative
John is my fav too! :) and I also can't wait to see it!! https://t.co/KDb3D37RnI,Positive
@saritray2001 @ShiladityaBora Thank you! :),Positive
@MariaMoreroa #happy friday whn is u birthday all u younger sisters :D:)),Positive
@andrekutyan Good going Andre! Keep it up :),Positive
@annneeee06 Mamayang 11pm part 2 something about 1D magic 89.9 radio :),Neutral
@veijayen hahaha agreed with you sir ...:D @nair_rinku,Positive
"@alpstart Powys, close to the Shropshire border  :)",Neutral
@BBCNews @David_Cameron PICK ME PLEASE EMPLOYERS! :) http://t.co/vkKit1XOnT,Positive
"School's finally out, and only three weeks left until I'm back in San Diego. :)",Neutral
@PriestClass I jump all the time :p,Neutral
@sambirdracing Me!! You'll have my support! :D,Positive
@ungiftedfuck thanks :),Positive
@985_6097 LOL :) Thank you. He is definitely a source of appeasement...,Positive
@ShadEO9 No worries! Let us know how it goes :) ¦ AJ,Negative
@EndresErik Ever been in this situation? https://t.co/FlhnHFZlSW - Thanks for the favourite :),Positive
@EndresErik My kid has this certain action when he does his little grunt - http://t.co/ACVMP4xiDw - Thanks for favouriting :),Positive
Then sc me :),Neutral
@Barrastinian @chunkymark they would call it the Anti-Christ m8 :D,Positive
@BergsonSandra Its getting big! :-),Neutral
@JaHz73 Thanks for the share Ju :D,Positive
"Yes, He does :) [pic] — https://t.co/WDgaxar1T7",Positive
@UrTypicalDragon @MC_Lindseyy yes jack i fucking am :) thanks.,Positive
@PrinceOfRnbZJM please read and reply my dm please.. :),Positive
@spike_osullivan @ssearena @TheXFactor Brilliant :-),Positive
"@PopsRamjet come one, every now and then is not so bad :)",Negative
"Halfway around the world and you've got nothing better to do, but to go after your ex best friend who's forgotten all about you :-)",Positive
@EnRoute2BeFit If people don't have anything postive to say they should keep their opinions to themselves :) Looking good / strong as always,Positive
@GUCCIGiRRL_ I luv ur avi :))),Neutral
Happy Friday lovelies! Have a great day and a lovely weekend :)  #friday #smile #weekend #fridayfeeling http://t.co/3ZEfQHXe4y,Positive
@steer_michael Dare you to run in the corridor :-),Neutral
@llMGWVll Thank you so much for the mention! You're Awesome!! :),Positive
@THEINFORMINE Hello :) and #FFBack !,Neutral
Close enough? 👯 hmmmm :)))) https://t.co/liow4bIzI7,Neutral
@Alex_OllyM_NH me neither :) excited!!!!! 🎉🎉🎉 xxx,Negative
@tammysoffices You can! :) Here's a quick rundown: https://t.co/ajnqMJww1e -Mary,Neutral
@vyroh20_  done yah :),Neutral
Get the amazing leviboard! This thing is the future of travel! Buy now and get 20% off :) Go to… https://t.co/xItDPKMSzn,Positive
Black and blue :) https://t.co/v3jnKWMxCM,Neutral
"Welcome to Kleper-452b!!  
:) https://t.co/KaTMAjqaTH",Positive
@ellekagaoan @chinmarquez Catch up once in a while :( &gt;:D&lt; @aditriphosphate @ErinMonzon,Positive
It's my birthday and once again @RebeccaMorse10 proves why she is my favourite news reader with her impeccable fashion sense :),Neutral
@_ridabot let's talk about setokido :D,Neutral
@binkle yeah really I shoulda had my hippo ones on :),Positive
@oxyoshi_ done :),Neutral
Help me be materialistic and enter this showpo giveaway :D *cough*@Artofsleepingin*cough* http://t.co/InF1DVKHZk,Positive
@_kairoline i asked @dll_fshoppe if she can open :),Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x22",Positive
@schangmine follow me back? thankyou! :),Neutral
@ArakinUK @Huskyteer I trust you backed it then :),Positive
@crinklysmilelou thank you! :D,Positive
@Clevelandpro65 Thanks.:)☺️,Positive
@justinbieber it makesme happy to see this :) keep smiling we love u,Positive
@Shovz92 @Meli_bytes Sorted :D Santorini here we come #Escape,Positive
@beatport to team up with @Spotify . Hoping to find the Beatport collection via Spotify soon! :) http://t.co/Lvycav0kNH,Positive
"HELLO! 👊🏻“@YayanijadeEpal: Hi :) 
#TRMDHesitant”",Neutral
"@Merinpinpin Manuel Valls, King of the Seven Kingdoms, King of the Andals and the First Men :D",Neutral
"@CurlyWhirleez Hi guys, how's it going? Thanks for the follow! Have a great day :)",Positive
Someone more mature than me taught me once how to hide your privacy. He was wise. :) Now it's time to me to grow up in some ways.,Positive
@DancingSakura Natsuki often writes really catchy songs :D,Neutral
Coughed myself awake :-),Neutral
@arsenalnewsasit You're welcome Neil :). What's the next match in Emirates?,Positive
@HolmesdaleCC Brill let us know when will have camera ready :),Positive
@stumac1974 Urquhart Castle: http://t.co/bSgiJFpICc Find all events here: http://t.co/cCS5QGfkk7 Hope that helps :),Positive
@TetrologyGaming @Adobe @ZynovFTW @MrProWestie @TwoScotsmen simple is generally better. But I like the glass shatter one. Nice contrast :),Positive
Anyone need a ride to #educampAKL tomorrow? Am leaving Rotorua early in the morning. Can pick people up on the way if you'd like to come! :),Positive
@Humna__Khan pehly gold phir old... :D,Neutral
somi is definitely so much more beautiful and better than you will ever be so i guess you people are just jealous bc you ain't her :-),Positive
Happy burfday to me :D,Positive
Here's a cute panda to make your day! :) http://t.co/jeVWqXIK1r http://t.co/DIL4YjCadQ,Positive
"I Need You :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",Neutral
@LukePolistena Glad to hear that they solved it Luke :) What was the name of the store so we can pass on your kind words? Gen,Positive
Late Lunch :) #KFC @ University of Santo Tomas https://t.co/j21mgszCC8,Neutral
@NefariousBella9 @laurenkatebooks @Fallen_Series @FallenSagaEn @Fallenatics17 @Addijay love it! :),Positive
"@Author_Swati I'm so proud to have worked on it, I hope you enjoy it. Let me know you're views once you do :)",Positive
@clmazin @johnaugust Norhing but the Dialogue was so helpful! More like this please! Love you guys :),Positive
@siany30 Thank you for coming last night! Was great to see you :),Positive
"@flowersandcards Have a lovely time! If you get a chance, come say hello to us in the Garden &amp; Home Area, really hope you enjoy the show :)",Positive
"You call me anything along the lines of ""Jojo"" and I will chainsaw you. :-)",Neutral
All I'm just gonna do is laugh and shake my head - Life is filled with a lot amusement :) Lol,Positive
@Shenali_t sure will! :)),Positive
@TheHouseOfMan Appreciate the follow :) have a lovely weekend!,Positive
Sense Of Awe :) http://t.co/JTjojcdhWG via @Dilbert_Daily,Neutral
She's nice. :-),Positive
Here's a cute panda to make your day! :) http://t.co/WRhMpnLpq3 http://t.co/RsCxtwKaeI,Positive
Not strong at moment... but me get better so can protect! :D,Positive
Need a shower and food first though :),Neutral
@mundeduk may well pop round 2ish. It's the school holidays :),Positive
@thefahadmustafa.waiting fahad bhai... :-) and please invite #iqrar and #waseem bhai in your show,Positive
@ileana_official Its not fair...... what about us??? Fans like us from Abroad will get hurt..... :),Positive
@envydanneh need to put me in that rotation lol :),Positive
@sculptorfred very welcome :),Positive
@debcridland hey you survived the train :D,Positive
Delicious moviee :D ★ Chef (at Grogol) — https://t.co/LjtolXzqe3,Positive
"Thank you :) ""@khuzy_k: @Miss_Sejeng Happy birthday!""",Positive
[ Singles &amp; Dating ] Open Question : How can I start and keep a long and happy long-distance relationship?: Hi :) last week I was in a…,Positive
"@DrJonesWales no problem Rhys, have a good day. :)",Positive
@elliegoulding just wanted 2 let u know that the music video for pwrfl didn't make sense but u having superpowers was hot :),Neutral
@jalilshop Visit my blog http://t.co/UzOAqroWKx thanks :D,Positive
"""That's a different department :D This is the #1 benefit of B2B vs B2C. It's someone else's money."" Not soo funny enterprison ideas.",Positive
@CattibrieShelly @MolyneuxAssoc @twiskerIFA @BradsPR @CHSW @SouthWestBiz @LAGTC @Littlehempston @falmouthbiz @LeadingWomenUK thank you :),Positive
#schoolsoutforsummer Good luck all those fellow #parents who juggle work and the children :-) xx,Positive
"@catameringue @VivianBloom Purrthos, Cathos and Catamis :D",Neutral
Give it all. :D,Neutral
"@Cryspp_ Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/T0SBDozPFj .Plz let me know what u think :)",Positive
@Moorgard I'm more for the drugs and alcohol Apexis Crystal Meth and Apexis Crystal Champagne while watching Apexis Crystal Palace FC :),Positive
made some stuff tonight for a streamer :) it felt really nice getting the creative juices flowing again. havent done that in a while,Positive
😂😂thank you! :D https://t.co/V6aV6doasy,Neutral
@DrChauhanKS Great response! The correct hashtag is #CRETAperfectSUV :) #CretaPerfect4Me,Positive
"New @DeirdreOKane1 portrait by Izumi Fugiwara at @ShowgroundsSC Clonmel! 
So refreshing and vibrant : ) http://t.co/gkyDGT1DEH",Positive
@bravefrontiergl Do you guys have an estimated time when the server would be up? :),Neutral
"@OMFGitsGEENA nope nope, it's better to keep quiet :)",Positive
Done! Yey :),Neutral
@sabah_cenatic insha'allah.. It wil.. :),Neutral
#@TheWineSociety: .@Vin_dourthe will be very pleased to here it! :)… http://t.co/i9zotnyyec,Positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x21",Positive
"awww lovely trend!!!

no doubt in that :)

#AkshayMostLovedSuperstarEver",Positive
@alIthingsluke haha just indirecting my best friend on here :)),Positive
"I'm playing Brain Dots : ) #BrainDots
http://t.co/5Z4aDMu7tx http://t.co/qhhOGhM97S",Positive
things are not looking great but it's alright :-),Positive
#AskUrban. Ask us any question. :),Neutral
@BarbieDevotees lyka follow back na :),Neutral
"@jackieECOSSE perfect evening light helped, have a good one Jackie :)",Positive
BEAT DA BEAT sits well with @slashgear (includes new video) :-) http://t.co/lFm9Zq4Tj2 #mobilegames #ios8 #Android http://t.co/3xo8zsLtVX,Positive
I always tell myself to not take that nap because I won't be able to sleep at night but like I always take that nap :-),Positive
"my aff uname id jonginuh, feel free to add me :)",Positive
Billie :-)  But what happened to his arm???,Neutral
"TGIF! Forecast is rain from 10am to 5am :D In a weird way, I don't mind! I'm in work anyway and the rain can be kinda soothing in Summer ^^",Positive
@GrevinJeanOM @TiiiTou76 Final Fantasy VII :),Neutral
@OlicityLF @xsupersarah You sweetheart! Thank you! :),Positive
"@Formation_media We can't, it's going to be great :D",Negative
@ericszmanda The happiest birthday to you! I hope you'll have a wonderful day! :),Positive
@Hre_Krsna thank you. ..:-),Positive
Get your party shoes ready - only 8 days to go till the next Keep Calm Jump On party :) Special party ticket... http://t.co/4mmDQLpEA6,Positive
"@dylanobrien @MazeRunnerMovie IT IS JUST BEYOND WORDS, sooooooo freaking good! I'm going to die before it comes out!! :D",Negative
@square_rest we like this wonderful and original recipe! we share with #foiegras lovers! :),Positive
@Real_Liam_Payne :))) and zayn :))),Neutral
@seb_grant Woah. Okay. Expect tweets when this fucker dies again! :),Negative
it was a really good stream @radiosilents! thank you! :),Positive
"@mbukmagazine Pet Mouse has to be the winner, thanks :)",Positive
New story illustration for your visual pleasure. Thanks for looking :) https://t.co/zIITPKlIPz,Positive
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/yJz224nLXb.,Neutral
@cthblink182 :) yeah no problem!,Negative
@pulkitpoddar1 wohoo...you are colour perfect :) #WSaleLove,Positive
Thanks for the follow and back at ya :) @DANCEFORCE3,Positive
"@H20akes ""Gleam of Jazz"" is my original painting. Thanks a lot for the Retweet! :) x",Positive
Just 5 mins can do so much :) http://t.co/7QzgHrnGNq,Neutral
@clarelea101 Deal. I'm great with kids :),Positive
@WOMADCHARLTONPK HERE WE COME!! Hope it stops raining at some point :D,Positive
Google has made @narendramodi really very sad about @ImranKhanPTI not becoming Prime Minister. :p @PTIofficial @pmln_org,Negative
have an idea :D for the #sunjam!!! hope i don't rip off people in the process *cough cough*,Positive
@bull I think I was the only designer in the industry not present :),Neutral
We like to keep students busy with practicing and using English in proactive environment. :),Positive
@MikeDuffy_20 Thanks - nice to finally see the end of the works (nearly...) :),Positive
"@egaroo You're welcome, I'm glad you liked it :)",Positive
"Unreal training boys!
Awesome work Zaine, Zac and Isaac! :)
Oss! http://t.co/jisayDDWve",Positive
"I just remembered my ""Oh my God Frank Iero"" phase. :D",Positive
@koshisojha Thankyou bro :),Neutral
"@davidwarner31 Lol. One word, David. :)",Positive
@sculptorfred You're doing well for a beginner then! Thanks for the follow too. Have a good weekend :),Positive
"The sun may not be shining here, but at least its nearly the weekend!!! Happy Friday People :-) http://t.co/T1x9Cl7NE8",Positive
.@UnityCSGOTeam tomorrow morning mate :),Neutral
My beautiful sunflowers on a sunny Friday morning off :) #sunflowers #favourites #happy #Friday off… https://t.co/3tfYom0N1i,Positive
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @AlettaPetros,Positive
Who trying to go to the movies tommarow I'll pay :),Negative
@HollyyLive yo yall should invite me for ranked :)))),Positive
@HungryLionSA TV Game as a kid :) #BirthdayMonth,Neutral
since no ones up &amp; I'm bored :) add me http://t.co/mzrlwm2WuT,Negative
@effinoreos HAPPY 15th BIRTHDAY VIANEY!!! (a.k.a BFF) :) #bffs #youre15 #july24th #birthdaygirl :D,Positive
@ArcaneToaster My town's sister town :D,Neutral
@MTVDancer @periscopeco @SingOutRuiz all fixed! :-) Thanks Andrew!,Positive
@GarryKGraham @Jacedafaceis Yeah I had 2 keys too.  You can guess who I gave mine too :D,Positive
Time for an awwww with Connie &amp; Don't forget to checkout her #brilliant music vids on #YouTube &amp; follow with us :-) https://t.co/ISUv4xvNtD,Negative
We love #Friday :),Positive
"OTWOL shooting awhile ago! :) -G

#OTWOLGrandTrailer http://t.co/CzzCXsfjiP",Neutral
Single Man :) :* http://t.co/XH4o3z1mwt,Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x20",Positive
"""I am just a girl, standing in front of a boy, asking him to love her"" my all-time favorite quote from a Julia Robert movie, haha! :)",Positive
"Awwhh #cute #bulldog #Friday #happy 
Have a good friday everyone :) x http://t.co/cJ1t3JPqvE",Positive
@KishanU14 that's unfortunate! Our best advice is to call our support team on: 02079 490 132. Let us know how you get on :),Positive
"I was just watching ""A baby is born!"" Episode and I can't help but think @katilette is sweet, kind, caring and has had 5 kids. Keep it up :)",Positive
@MarkMan23 someone say @madcatz? :p  #FightStickFriday http://t.co/UdzZZaJkBU,Neutral
"@yildotweets @_uzumce 
and eat and drink and be not extravagant; 
surely He does not love the extravagant.
:))
w",Positive
@clairebearbunch @BeeRummie @racheyra @greigo_uk @phillipross11 @janesgrapevine @LeinadDOP80 morning! Have a lucky Friday folks :),Positive
9am tearout selektion with the yoot! :) http://t.co/j6ygzWYc4q,Neutral
@BeingAv13 fingers crossed :-) #BajrangiBhaijaanHighestWeek1,Neutral
@justrena then I'll try to write something about dead people today :),Negative
Congratulations and well deserved @mysightnotts! We're buzzing for you! :) https://t.co/pm9Cu3zoEe,Positive
"Was drawing for fun, subject is a friend :) http://t.co/FbVXnpNoo8",Positive
Goodafternoon :)) Gudday~,Neutral
"@Davealwalker  Hey Dave, I'd like to help! Could you DM me your full address and drop me a tweet once you have please? :) #HaileyHelps",Positive
@emis_nug Indeed. Thanks for link to article :),Positive
@_Floydian Happy Eid Mubarak brotheeeeerrrr :D,Positive
"@paulsouthcott Hey Paul, have a great day :)",Positive
"@OfficialKatzD Great photos, thank you very much for sharing your adventure with us! :-)",Positive
"@natsu1725 @AdeccoWaytoWork 
Went to Tokyo station for dinner :) 
its good to see someone from Kansai area !
#KunoriforCEO #CEO1Month",Positive
@Fearnecotton good luck and cherish what you have an amazing gift of life :),Positive
Going on a follow spree!! And l took this selfie :) http://t.co/YjGw3Rbmf9,Neutral
@avonfvcks ID BE SO GRATEFUL IF YOU GIFTED ME #NotAnApology :-),Positive
"I Love You :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",Positive
@safirahasnaerdy follback?:)) x,Neutral
"""Day In Life""-video uppe om 60 minuter! :D",Neutral
@niftyplayer @greyfool Sir I wish such detailed data was available in India :-),Positive
@sophieb666 I couldn't agree more :-),Negative
Soooo pretty :D https://t.co/QKGhVfeL6o,Positive
@gothsirius @vltraviolet my main man jesus just looking out for me :),Neutral
@halfmoonrun Got my ticket for Amsterdam! Can't wait to see you guys perform for the 3rd time :),Neutral
@SuperEezy lets do it. You drink again? If not I'll both your drinks and mine :),Neutral
Nextweek :) @zfzar,Neutral
sends booty pics 2 my bestfriend bcuz what is a bae :-),Neutral
"@Saeek Step is good option in that case ... I use that a lot . Stable and sturdy :) 
@Ktens @vindee",Positive
@KingRappaDZappa Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive
@ollyofficial how are you Olly? :),Neutral
lukkkee my birthday is in 3 days it would be an awesome birthday present to get your follow !!:) @Luke5SOS,Positive
@priyashaki93 hehe..ok da..am leaving now..see u again.ensoi lunch and day..keep smiles n tc madam :)),Positive
@montague_web  thanks for following @evolvetelecom #telecoms Happy Friday :),Positive
"AMAZING, you all deserve it siddi :D https://t.co/2bf3PInklo",Positive
@Matttubbb thank you and thanks for watching :),Positive
Leader ulit. :) http://t.co/upkfI1udbz,Neutral
I had a good dream. Its a sign that Im going to get along with my unknown roomie. :),Positive
"Hi @dluxjed, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",Positive
Gn :) Jesus loves u all,Positive
"@spreecoza Awesome, thanks so much for helping me :)",Positive
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/hiacH6jXzR.,Neutral
http://t.co/dpf5i2xYs9 &lt;&lt; Make sure you have a look &amp; leave a comment on our articles :) http://t.co/gZdJJ0tKrk,Positive
@medinitalopez I will ^^ thanks bae :),Positive
@josephcaptures did u know that in some places thats ok as long ur gf gives consent and so does her family :),Positive
"Hey @AlexAllTimeLow , is it you? :D http://t.co/VvX86aPLwA",Neutral
"My mister is the best mister :) supportive, kind, and absolutely amazing :3 http://t.co/dyvOozCwRN",Positive
@spencerlist Yay another vine I love it. PLEASE can you do more vines?With peyton too :),Positive
@SAnneLloyd I will thanks. :),Positive
I am actually enjoying Nagato Yuki-chan no Shoushitsu more than I thought I would :D,Positive
"@TheBlazeHotList 
I blocked him too. Because I can :)",Negative
@KandelRamesh1 Thankyou so much :),Neutral
"@MikeyyGee_562 @thatdudegalvan_ You would know huh , looking in the mirror every day :)",Neutral
ArchdBanterbury ArchdBanterbury ArchdBanterbury ExpertTradesmen So who is feeling sharp this #friday #morning :) #banter #quiz #tradetalk ……,Positive
@skyfurry big floofs in your face muahah &gt;:),Positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x19",Positive
goodnight :)),Neutral
@alicecrumbs @elbow @meatbingo @govindajeggy Thank you Alice :),Positive
@dandyxpandy I think it's well past that :D and gives me so much anticipation for the future!!!,Positive
"JDs! Laro tayo :) Tag your answers to us with our ht :)

angElica - ""anghel"" :---))

#OTWOLGrandTrailer -AA http://t.co/88Z4dcqJSf",Neutral
@fellagenshit Thank you kkk :),Positive
@gculloty87 @linda_regan @retrodramafans Yeah! She plays the pretty girl at the bus stop :) X,Positive
@Miangeorges ok good :),Positive
@phoenixtail26 is it a macbook? https://t.co/liUXCEF1gs :p,Neutral
@JediOMG Id like to think people know who I am :),Positive
Took leave to rehearse for @MOEsg's #YouthCelebrate at @SGSportsHub. Keep my bro @GeraldKoh987 company on @987fm! :) http://t.co/Ajk6gD0Hdn,Negative
muted :-),Neutral
"it's not okay now, but i will be okay :)",Positive
@WindowsInd waiting for 29th July :D,Neutral
@magicbricks will be coming tomorrow team ;) Count me in :) #GOHF,Neutral
@SpazzyTsukihara link plz :p,Positive
@kyusicwon done :),Neutral
"First time buyers your invited :-)
@love_belfast @TheDevenish @FailteFeirste @TheParlourH_B @tonyandjens @WHBelfast http://t.co/yYoX1ZKUdM",Neutral
new still :) http://t.co/hvs9S8zBIb,Neutral
@clarkkrm I'll be living with a vegetarian too so I'm sure she'll help me :),Positive
@davey_steven good morning Steve ...have a gooday! #ff :),Positive
"@JJSmith_xXx Hi Jack, best thing to do would be to call 101 :)",Positive
"amazing when I answer the door to the mail man and he tells me I look rough, yep thanks :)",Positive
"@jazminbonilla77 jazmin Bonilla :), I just want to info you there is a Secret to get 12000 Stars Kim HOllywood, Check them on my Bio",Positive
@IsmailHasan19  a mail follback :),Neutral
"Thanks for Sharing Dear Oshieer! :)

#realreviews #happycustomers #realoshi #dealsuthaonotebachao http://t.co/kskcAhbmEu",Positive
Found this little guy at my store. no bigger then a dime. :) http://t.co/Rp4jrbK9eS,Neutral
"Thanks a lot Carol, the same to you! :-) #FF @Carol1MY  https://t.co/eiKOuPV2ki",Positive
@MikeJack1976 Thankyou very much. We are happy to hear you enjoyed your tour! :),Positive
@izblariana baby Im worth it uhuh :) 🎵🎵🎵🎵,Positive
@iarunsb waiting for the code now :),Neutral
@ydirikk welcome on board :),Positive
"@Raheelk We wish you a pleasant time on-board, Raheel :) #FlyHigh",Positive
Let's do this again :) http://t.co/fa56o6DOlq,Neutral
@Real_Liam_Payne a little suggestion that we do another 1D Day :),Neutral
@ManhattanMango or if they're even familiar with the idea if snapchat. Im sure they have phones but question is are they bothered enough? :p,Neutral
Thanks Everette Taylor for the follow! We appreciate the support! Be sure to like us on Facebook :) http://t.co/G7n0T1vB6W,Positive
@TheVan @SenorRajD Fair enough :-),Positive
Done :),Neutral
"@WforWoman 
Ha-ha, But Only of Couple of Girls :)
#WSaleLove",Neutral
@Movieespeech Hey and thank you for following :),Positive
@PeachyLoans yes please would be great for work :D #Peachyloans #FridayFreebie  xx,Positive
@madness_Noeli Thanks for the retweet Noe :),Positive
@carmelaaacuenco Just kidding . I'm 20 :),Positive
Work today for a better tomorrow. :),Positive
wow i like ur tattoos — Thank you :) I love them too! http://t.co/PGWyJGtp0u,Positive
Yisss! #bindingofissac ! Been waiting for #xboxone release :) Well done on the console release! @EdmundMcMillenn  https://t.co/DzIj2QfEJp,Positive
If you want a dm to justin let me know and I'll gladly give it to you :),Positive
My gorgeous son &amp; I in #Morocco last year with @gadventures . What a special #holiday that was. Peru nxt year! :) http://t.co/sRRNYTas7b,Positive
@Tyrmack4 all BPs to the snap :),Neutral
Up early for work. :),Neutral
@MariaSharapova @RalphLauren resort right? :),Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x18",Positive
@sugarplumsteve or she can just win bob :) :),Positive
@LinnJennie :) HavuuuuuLoveYou♥uuuuuuuu:) http://t.co/FMGFgsl2uY,Neutral
@Osphate I just started using mine a few weeks ago :) After a long break.,Neutral
@HowieNatasha Try to stay possitve hun :) Sending hugs :) Hopeyou are as ok as you can be sweetie xxxx,Positive
@KageYashsa Have fun :p,Positive
"but look forward to joining the conversation! :)
@ArmonRaE @lordcropes no movie has but books",Neutral
@FTlove4good One more 'thank you' to FT fandom from my side too :),Positive
Now this is what I call #ThrowbackFriday !! Christen ki yaad aa Gayi :D  https://t.co/RHTce9ByRd,Neutral
Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/6LyskBfqFG.,Neutral
@davey_steven and you! Hope it's a great one :),Positive
The one time I went outside to look at stars and be peaceful I saw a opossum running thru my bushes so that shit ain't for me :-),Negative
@putriisabrina ok no worries :),Negative
Have a nice day queen! :) @esthercarodan,Positive
"@ScreamingJoypad A belated good morning to you, sir :D",Positive
@srcglide Yeahh 100% &amp; have a good day too :),Positive
"@UmmJihad1 funny how you use ""kuffar"" computers, cell phones and social media to spread your diarrhea though. Immigrant lice :D",Positive
Looking for fun? KIK - goictived70685 #kik #kikmeguys #xxx #tagsforlikes #webcam #trapmusic #hotmusicdelocos :) http://t.co/45Rc6ZgQ2Z,Positive
"@gfcuppatea Morning.  Hope you're keeping well.
Got anything nice planed for the weekend?
Thanks for the follow as well.  :-)",Positive
"@kkkdave keeps asking me to show him my kinickers Miss. Next time you see him, can you beat him extra hard please? Very kind of u :)",Positive
Best night of my life!!!:),Positive
"Happy Friday all :-)

You can catch us on 01282 452096 if you want a chat :-) http://t.co/kFxVLYxPsW",Positive
@btstwit_ shady af lol the management said no reservation on 11 sept :)  https://t.co/9QW1TJcnzD,Positive
"@Jenbag @dowsingforsound @camideasfest @ADFofficial @CambLiveTrust happy days, will get tkts too :)",Positive
@DrakesRest likewise on the incredible food folks - keep up the great work! :D,Positive
"Have a good day/ good night
Enjoy :) http://t.co/uj2nwuQTby",Positive
@KarlreMarks Say hello to 'overgeneralization'! :-),Neutral
@gabanna_21 yeah I will :) and Ikr 😍 I like the pic,Positive
